Index,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,ID
40324,Penance,II 2019,47 min,-,-,Drama            ,malayalam,tt9843224
40325,Rahgir,1969,120 min,6.9,11,Romance            ,hindi,tt0237636
40326,Aantharya,2013,-,-,-,Drama            ,kannada,tt14019270
40327,Tujhse He Raabta,2015,88 min,6.2,11,"Drama, Romance            ",urdu,tt4462984
40328,Akhandudu,1970,148 min,-,-,Action            ,telugu,tt8669060
40329,Venn Nilavu,2002,-,-,-,-,malayalam,tt0356170
40330,Mr. Bharath,II 1986,145 min,-,-,Drama            ,telugu,tt0319888
40331,Ek Thi Larki,1949,164 min,6.9,18,Drama            ,hindi,tt0331480
40332,Bad Boys,2003,118 min,3.8,5,Thriller            ,hindi,tt2677182
40333,Himalay Ki Beti,1938,-,-,-,-,hindi,tt0030235
40334,Pratima,1978,-,-,-,-,kannada,tt1373209
40335,Nagin,2021,-,-,-,"Drama, Fantasy            ",hindi,-
40336,Team Khan,2018,97 min,6.5,57,"Documentary, Sport            ",oriya,tt7633666
40337,"Khoji, the Search",2016,-,-,-,"Short, Drama            ",nepali,tt5962114
40338,Jag Chanan Hoya,1986,-,-,-,Action            ,punjabi,tt4634278
40339,Aatadukundam Raa,2016,133 min,5.3,51,"Action, Romance            ",telugu,tt6872516
40340,Waman Avtar,1955,-,6.2,6,Musical            ,hindi,tt0389485
40341,Janakan,2010,150 min,5.3,270,"Crime, Thriller            ",malayalam,tt1634554
40342,Lora Nee Evide,1971,-,-,-,-,malayalam,tt0258770
40343,Salmon 3D,,120 min,-,-,Thriller            ,telugu,-
40344,Kamali from Nadukkaveri,2021,147 min,7.4,500,Drama            ,tamil,tt11991132
40345,Sheetalbhabi.com,2011,115 min,3.9,34,Comedy            ,hindi,tt3443288
40346,Maa inti aayana katha,1982,120 min,-,-,Drama            ,telugu,tt8751714
40347,54321,2016,120 min,5.9,46,Thriller            ,tamil,tt4340756
40348,Manamadurai Malli,1982,-,-,-,Drama            ,tamil,tt3337190
40349,Shaam Dhalay,I 2016,40 min,-,-,Drama            ,urdu,tt13498486
40350,Laloorinu Parayanullathu,2012,60 min,-,-,History            ,malayalam,tt7296970
40351,Live from Dhaka,2016,91 min,7.7,170,Drama            ,bengali,tt6190356
40352,Khoobsurat,2014,130 min,6.4,"7,772","Comedy, Romance            ",hindi,tt3554418
40353,Godhuli Belaye,1964,-,-,-,Drama            ,bengali,tt0156574
40354,Godhi Banna Sadharana Mykattu,2016,144 min,8.7,"2,629","Drama, Thriller            ",kannada,tt4909506
40355,Geet,1944,-,-,-,"Drama, Family            ",hindi,tt0036857
40356,Jhangadgutta,I 2018,-,-,-,Comedy            ,marathi,tt8764126
40357,Odh: Maitritil Avyakt Bhavana,2018,-,-,-,Family            ,marathi,tt8420572
40358,Bahu Begum,1967,167 min,6.4,67,"Comedy, Drama, Romance            ",oriya,tt0139048
40359,Under The Sky,2015,84 min,-,-,"Action, Drama, Family            ",hindi,tt3763358
40360,Peengan,1956,-,-,-,-,punjabi,tt14317400
40361,Vizhiyil Vizhunthaval,2010,140 min,-,-,Drama            ,tamil,tt13479412
40362,Zaildar,1972,-,-,-,-,punjabi,tt1256595
40363,Operation IPS,2013,111 min,-,-,Drama            ,telugu,tt8789966
40364,House Full,1999,138 min,6.8,154,Thriller            ,tamil,tt0289226
40365,Love School Life,2015,-,7,36,"Action, Comedy, Drama            ",hindi,tt3317750
40366,Amdavad No Rikshawalo,1974,-,6.4,8,Action            ,gujarati,tt0476440
40367,Jawaani,1984,160 min,5.6,19,"Romance, Action, Drama            ",hindi,tt0373041
40368,Jeena Nahi Tere Bina,2014,-,-,-,-,punjabi,tt14273320
40369,Atha Kodallulu,1994,-,-,-,Drama            ,telugu,tt1579733
40370,Dharma Pathni,1986,-,5.2,5,-,tamil,tt0319288
40371,Ae Bhaujee Ke Sister,2010,154 min,-,-,"Drama, Romance            ",bhojpuri,tt11114760
40372,Kubera Rasi,2015,-,-,-,Thriller            ,tamil,tt11992316
40373,Total Siyapaa,2014,108 min,5,"2,861","Comedy, Drama, Romance            ",punjabi,tt2727028
40374,Daraar,1987,-,2.6,13,Action            ,hindi,tt0373781
40375,Buniyaad,2015,-,-,-,"Comedy, Drama, Family            ",punjabi,tt4896880
40376,Pratigya 2,2014,174 min,7,8,Action            ,bhojpuri,tt3618202
40377,Donkey in the City: 3D Animation Film,,90 min,-,-,Animation            ,hindi,-
40378,Rekthamillatha Manushyan,1979,-,-,-,-,malayalam,tt0318624
40379,Suryakantham,2019,139 min,5.6,141,"Comedy, Romance            ",telugu,tt9468644
40380,Theerthadanam,2001,-,7.9,33,"Drama, Romance            ",malayalam,tt0324226
40381,Kachchi Kali,1987,-,-,-,Drama            ,hindi,tt0476273
40382,Grihapravesham,1976,-,-,-,-,tamil,tt1440181
40383,Silent Signature,2018,130 min,-,-,Drama            ,bengali,tt8947918
40384,Bagula Bhagat,1979,-,6.5,11,"Action, Thriller            ",hindi,tt0237021
40385,American Focus,2008– ,30 min,8.3,54,Comedy            ,malayalam,tt1257611
40386,Mavana Magalu,1965,-,-,-,-,kannada,tt5420896
40387,Gujarat to Mumbai,II 2017,126 min,-,-,Drama            ,gujarati,tt14484204
40388,Prayashchit,1992,-,-,-,Drama            ,hindi,tt3555904
40389,Bandini Kamala,1982,124 min,-,-,Drama            ,bengali,tt6260646
40390,Bombay War,1990,-,-,-,Action            ,hindi,tt2894446
40391,Pailwaan,2019,166 min,6.4,"1,595","Action, Drama, Sport            ",telugu,tt7317482
40392,Beqasoor,1969,-,-,-,Action            ,hindi,tt2674106
40393,Malli Pelli,1939,187 min,-,-,Drama            ,telugu,tt0264830
40394,Vallavan Oruvan,1966,152 min,-,-,"Adventure, Crime, Drama            ",tamil,tt10703746
40395,Pingara,2019,108 min,8.8,6,Drama            ,tulu,tt11841020
40396,Uppi 2,2015,135 min,8,"7,911","Action, Mystery, Thriller            ",kannada,tt4833824
40397,Rahasyam,1967,174 min,6.6,14,"Action, Drama            ",telugu,tt0282888
40398,Voyangkor Sundor,2017,114 min,3.4,147,Drama            ,bengali,tt6326184
40399,Vazhkai,1949,170 min,7.3,7,-,telugu,tt0042016
40400,Sikandar,1941,146 min,7.3,63,"Drama, History, War            ",urdu,tt0243559
40401,Keralotsavam 2009,2009,-,4.7,18,Drama            ,malayalam,tt1450752
40402,Trinetra,2009,-,-,-,Mystery            ,marathi,tt5202764
40403,Dhingana,2017,-,-,-,Comedy            ,marathi,tt10011206
40404,Azhagu Nilayam,2008,140 min,-,-,Drama            ,tamil,tt13569918
40405,Bombay Summer,2009,102 min,5.8,100,Drama            ,hindi,tt1235833
40406,Bank Chor,2017,120 min,5.9,"2,546","Action, Comedy, Crime            ",hindi,tt3611266
40407,Ekangi,2002,155 min,-,-,Drama            ,kannada,tt13929590
40408,Sangili,1982,-,3.2,8,Musical            ,tamil,tt0316534
40409,Hum Tumhare Hain,1998,-,-,-,-,urdu,tt14266852
40410,Baharen Phir Bhi Aayengi,1966,139 min,6.9,89,"Drama, Romance            ",hindi,tt0060145
40411,Appu Chesi Pappu Koodu,1959,176 min,7.9,93,"Comedy, Drama            ",telugu,tt0254967
40412,Brina,2016,-,9,5,Drama            ,hindi,tt5950816
40413,S.R.K.,2009,-,7,20,Comedy            ,hindi,tt1241333
40414,Vishukkani,1977,165 min,-,-,-,malayalam,tt0281350
40415,Thora Jee Le,2017,145 min,6.4,29,Drama            ,oriya,tt6453130
40416,Haqdaar,2009,128 min,-,-,Drama            ,punjabi,tt9358930
40417,Daak Ghar,2017,-,-,-,Drama            ,hindi,tt6255836
40418,Siyavar Ram - Ramayana,2020,90 min,-,-,Animation            ,hindi,tt13534804
40419,Spooky College,2021,-,-,-,Horror            ,kannada,-
40420,LLD,2020,95 min,-,-,Romance            ,hindi,tt13517382
40421,Shivani,2000,-,-,-,Drama            ,telugu,tt6925336
40422,The Lift,2021,-,-,-,Thriller            ,hindi,-
40423,Korikale Gurralaite,1979,132 min,-,-,Drama            ,telugu,tt0262552
40424,Bahu Beti,1965,132 min,6.5,17,"Drama, Family            ",hindi,tt0207320
40425,The Sound of Silence,1996,60 min,-,-,Documentary            ,nepali,tt5217982
40426,Raymo,I 2020,-,-,-,Drama            ,kannada,tt11318336
40427,Maniac,II 2011,160 min,5.5,6,"Action, Horror, Thriller            ",malayalam,tt2069843
40428,Meri Pyaari Bindu,2017,117 min,5.9,"4,302","Comedy, Drama, Romance            ",hindi,tt5472374
40429,Nayam Vyakthamakkunnu,1991,137 min,7.4,99,Drama            ,malayalam,tt0240754
40430,Sthree Samathwam Olakkeda moodu,2019,-,-,-,"Short, Drama            ",malayalam,tt10136612
40431,America Abbayi,1987,-,-,-,Drama            ,telugu,tt0264352
40432,Kanyadaan,1991,-,7,13,Drama            ,nepali,tt6722122
40433,Appu in search of truth,I 2019,106 min,-,-,Family            ,malayalam,tt10340980
40434,Aik Tha Badsha,2016,-,-,-,"Short, Music            ",urdu,tt5656020
40435,Rangeelay Chore,1991,-,-,-,-,punjabi,tt14224068
40436,C.I.D. Shankar,1970,137 min,6.2,9,Drama            ,tamil,tt8929746
40437,Room No. 103,2015,115 min,5.5,54,"Drama, Thriller            ",bengali,tt4685798
40438,Kumbh,2020,-,-,-,-,bhojpuri,tt11559950
40439,Tantrik Shakti,2003,-,-,-,Horror            ,hindi,tt4239948
40440,Raikamal,1955,115 min,6.9,13,Drama            ,bengali,tt0048536
40441,Maal Road Dilli,2018,145 min,5.7,10,Comedy            ,hindi,tt8852654
40442,Raja,1963,-,-,-,Drama            ,hindi,tt0256300
40443,Patel Ki Punjabi Shaadi,2017,120 min,4.1,336,Comedy            ,hindi,tt3209826
40444,Kootathil Oruthan,2017,120 min,6.7,378,Comedy            ,tamil,tt6278350
40445,Mann Ke Moti,2013–2014,-,-,-,Drama            ,urdu,tt8968932
40446,Ruler,2019,150 min,3.4,266,"Action, Drama            ",telugu,tt11433724
40447,Thirupathisamy Kudumbam,2020,148 min,4.5,13,Drama            ,tamil,tt9248968
40448,Aranazhikaneram,1970,168 min,7.7,12,-,malayalam,tt0214485
40449,Baazi,1968,141 min,6.4,59,"Crime, Musical, Mystery            ",hindi,tt0062692
40450,Karaiyellam Shenbagappoo,1981,-,-,-,-,tamil,tt0279167
40451,Ippatlo Ramudila Seethala Evaruntarandi Babu,2017,-,7.9,8,Romance            ,telugu,tt7981432
40452,Pyar Ki Baten,1951,-,5.9,10,Romance            ,hindi,tt0378616
40453,Bardasht,1988,-,-,-,-,urdu,tt1268181
40454,Action,1991,-,-,-,-,punjabi,tt14344806
40455,Dhoni Kabadi Kuzhu,2018,-,5.6,8,Sport            ,tamil,tt9128216
40456,Golla Bhama,1947,-,-,-,-,telugu,tt0255199
40457,Thaye Bhuvaneshwari,2005,128 min,-,-,Drama            ,tamil,tt6536234
40458,Konjam konjam,2017,123 min,6.1,10,Family            ,tamil,tt7412140
40459,Shero Ka Sher,1983,-,-,-,Action            ,hindi,tt2909060
40460,Naam,2021,-,-,-,Mystery            ,hindi,-
40461,Dimakhilal,,-,-,-,Drama            ,marathi,-
40462,19 Revolutions,2004,94 min,4.7,15,Drama            ,urdu,tt0407485
40463,Salgirah,1946,-,-,-,-,hindi,tt0386765
40464,Parannageevi,2020,75 min,2.2,15,Drama            ,telugu,tt12747516
40465,Jiban Kahini,1964,125 min,7.7,21,Drama            ,bengali,tt1584051
40466,Ek Maratha Lakh Maratha,2017,-,-,-,Drama            ,marathi,tt13538260
40467,Yugabtar Lokenath,1999,158 min,-,-,Drama            ,bengali,tt7158372
40468,Samsara Nauka,1936,185 min,-,-,-,kannada,tt0272288
40469,Insaan,1982,150 min,5.4,29,"Action, Drama, Family            ",hindi,tt0155759
40470,Har Din Ek Naya Gulaab,2002,-,-,-,Thriller            ,hindi,tt4489022
40471,Thankful,2016,6 min,-,-,"Short, Drama, Family            ",urdu,tt5341176
40472,Gulaab Gang,2014,139 min,6.1,"2,073","Action, Drama            ",hindi,tt2573750
40473,Poi Paryo Kale,2019,-,-,-,Comedy            ,nepali,tt12320752
40474,Saheli,2007– ,40 min,-,-,"Drama, Family            ",urdu,tt0975406
40475,Palangal,1981,-,6.9,18,"Drama, Romance            ",malayalam,tt0155938
40476,Sree Radha,1941,-,-,-,-,bengali,tt0155205
40477,Jab Jab Raat Woh Aayi,1978,-,-,-,Thriller            ,hindi,tt5308420
40478,Aas Paas,1957,-,-,-,Drama            ,urdu,tt1606164
40479,The Accused: Damned or Devoted?,2020,77 min,7.6,58,"Documentary, History            ",urdu,tt11781778
40480,Dandu,2016,-,-,-,Drama            ,kannada,tt13188426
40481,Detective 909,1970,-,-,-,-,malayalam,tt0257532
40482,The Yug Dekhi Yug Samma,2009,140 min,-,-,Drama            ,nepali,tt10371334
40483,Prem Ki Duniya,1946,-,-,-,-,hindi,tt0155045
40484,Garib Pariwar,1936,-,-,-,-,hindi,tt0156555
40485,Keshu,2009,88 min,5.5,11,Drama            ,malayalam,tt2271431
40486,Anyay,1989,-,6.8,5,Drama            ,nepali,tt8227934
40487,Nambiar,2016,140 min,4.5,47,"Comedy, Sci-Fi            ",tamil,tt3557978
40488,Khiladiyon Ka Khiladi,1996,162 min,6,"5,669","Action, Crime, Drama            ",hindi,tt0246729
40489,Do Chattane,1974,-,-,-,Action            ,hindi,tt0370467
40490,Prithvi,2010,134 min,7.7,298,"Action, Drama            ",kannada,tt4561448
40491,Saranga,1961,130 min,7,14,"Action, Drama, Romance            ",bhojpuri,tt0214082
40492,Mutthina Haara,1990,162 min,7.8,253,"Drama, Romance, War            ",kannada,tt0307202
40493,Photo-Prem,2019,93 min,-,-,Comedy            ,marathi,tt14110940
40494,Neethone Nennunna,2006,-,-,-,Drama            ,telugu,tt8779778
40495,Shankaran Kuttikku Pennu Venam,1990,-,-,-,-,malayalam,tt0278708
40496,Mai Re Hamara Uhe Laiki Chahi,2018,161 min,-,-,Drama            ,bhojpuri,tt11011660
40497,Jewel Thief,1967,186 min,8,"1,748","Crime, Drama, Musical            ",hindi,tt0061842
40498,Nari,1981,-,-,-,-,hindi,tt0364547
40499,Netraheen Sakshi,1991,-,-,-,Drama            ,hindi,tt2918588
40500,Amar Aponjon,2017,129 min,6.6,67,"Drama, Romance            ",bengali,tt7998046
40501,Thooval Kottaram,1996,-,6.5,171,"Comedy, Drama, Romance            ",malayalam,tt0356121
40502,Subha-O-Sham,1971,180 min,6.5,31,"Action, Comedy, Drama            ",hindi,tt0158246
40503,Subedaar,1991,148 min,5.7,7,"Action, Drama, Romance            ",punjabi,tt4068286
40504,Insaaf,1966,129 min,5.7,6,"Action, Adventure, Drama            ",hindi,tt0256100
40505,Kalavaramaye Madilo,2009,-,6.2,19,Drama            ,telugu,tt1946278
40506,Azaad,1955,163 min,7.2,133,"Action, Adventure, Comedy            ",hindi,tt0131852
40507,Anbarivu,2021,-,-,-,Drama            ,tamil,-
40508,Naya Paisa,1958,-,-,-,-,hindi,tt0154939
40509,Kring Kring,2015,92 min,-,-,Drama            ,tamil,tt13057624
40510,Naakaa,2017,138 min,6.1,18,"Crime, Drama            ",nepali,tt7230362
40511,Snehithulu,1998,-,-,-,Romance            ,telugu,tt13475870
40512,Dream Zindagi,2017,198 min,-,-,Drama            ,hindi,tt7688918
40513,Litmus,I 2019,-,-,-,"Short, Mystery            ",malayalam,tt11041562
40514,The Girl in the Wheelchair,,-,-,-,"Sci-Fi, Drama, Romance            ",hindi,-
40515,Abla Ki Shakti,1940,-,-,-,-,hindi,tt0272436
40516,Masti Bhari Jawani,2005,-,-,-,Thriller            ,hindi,tt4882554
40517,Palak,,80 min,-,-,Thriller            ,hindi,-
40518,Emo Gurram Egaravachu,2014,144 min,5.6,97,Drama            ,telugu,tt2747818
40519,Kamsin Saali Bani Gharwali,1996,-,-,-,Thriller            ,hindi,tt3720406
40520,Char Diker Galpo,2014,104 min,5.2,5,"Drama, Family            ",bengali,tt4449378
40521,Hussan Da Chor,1991,-,-,-,-,urdu,tt14295836
40522,David Uncle,II 1992,-,-,-,Comedy            ,tamil,tt10173128
40523,Srimathi Vellosta,1998,-,4.5,8,"Drama, Romance            ",telugu,tt1579879
40524,Gubbaare,2016,26 min,8.4,27,"Short, Comedy, Drama            ",urdu,tt6028510
40525,Gangaputra,,-,-,-,Action            ,bhojpuri,-
40526,Barkha Satarkar,2000,-,-,-,Drama            ,marathi,tt12800282
40527,Paruvu Prathishta,1963,-,-,-,Drama            ,telugu,tt0288162
40528,Sawan Bhadon,1949,-,-,-,-,hindi,tt0213221
40529,Dulaara,2015,160 min,6.3,10,Drama            ,bhojpuri,tt4868958
40530,Yaakkai,2017,127 min,5,100,"Romance, Thriller            ",tamil,tt6594854
40531,Kalyanamasthu,2014,-,-,-,Drama            ,kannada,tt14097136
40532,Society,II 1959,-,-,-,-,urdu,tt14311526
40533,Faisla Main Karungi,1995,-,4,7,Action            ,hindi,tt2147281
40534,Kuch Pal Pyar Ke,2018,104 min,4.3,18,Drama            ,hindi,tt8491220
40535,Allari Pilla,1992,134 min,6.6,23,Comedy            ,telugu,tt0779721
40536,Bamanabatar,1939,-,-,-,Drama            ,bengali,tt0396481
40537,Naayika: The Heroine,2005,-,-,-,Drama            ,hindi,tt4885294
40538,Jil Jung Juk,2016,136 min,6.8,"1,214","Action, Comedy, Crime            ",tamil,tt5459644
40539,Swarga,1994,-,8,6,Drama            ,nepali,tt8494934
40540,Dhanayathra,2016,-,-,-,Drama            ,malayalam,tt5724460
40541,Wild World,2021,66 min,7.7,10,Thriller            ,telugu,tt13881992
40542,Dumkata,2007,-,4.8,13,"Animation, Comedy, Drama            ",gujarati,tt1934243
40543,Ban Ki Chidiya,1938,-,-,-,Action            ,hindi,tt0213482
40544,My God,2015,-,8.5,10,Drama            ,malayalam,tt5346932
40545,Raajjiyam,2002,-,4.4,7,Drama            ,tamil,tt12089310
40546,Khel Khilari Ka,1977,90 min,6.2,48,"Action, Thriller            ",hindi,tt0363739
40547,Pappuamma's Idly,2013,13 min,-,-,"Short, Drama, Family            ",malayalam,tt3004486
40548,Swagatam,2008,-,5.7,53,Drama            ,telugu,tt1156337
40549,Ennaval,2019,-,8,14,Romance            ,tamil,tt11024142
40550,Naari,1981,-,-,-,Drama            ,hindi,tt2579860
40551,Achhut Kanya,1936,142 min,6.5,111,"Drama, Musical, Romance            ",oriya,tt0027256
40552,Riyasat,1955,-,-,-,-,hindi,tt0374177
40553,Anand Aur Anand,1984,-,6.1,38,"Family, Drama, Romance            ",hindi,tt0154143
40554,Siraj,1988,-,-,-,-,assamese,tt0230788
40555,Sri Krishna 2006,2006,-,5.5,33,Comedy            ,telugu,tt1580024
40556,Kudumbavilakku,2020– ,22 min,2.8,42,Drama            ,malayalam,tt12587340
40557,Kallan 2019 (Malayalam),2019,7 min,-,-,"Short, Drama            ",malayalam,tt11046884
40558,Apoorva Raagangal,1975,144 min,7.5,355,"Drama, Romance            ",tamil,tt0154159
40559,Kalippattam,1993,130 min,7,192,Drama            ,malayalam,tt0292040
40560,Masaan,2011,120 min,8,46,Drama            ,nepali,tt2166508
40561,Kurukshetra,2008,109 min,5.6,319,War            ,malayalam,tt1309592
40562,Hottestmail.com,2004,104 min,-,-,Thriller            ,hindi,tt4280542
40563,Manitha Kadhal Alla,2015,118 min,-,-,Drama            ,tamil,tt13010664
40564,Teesri Kasam,1966,159 min,7.9,725,"Comedy, Drama, Romance            ",urdu,tt0061072
40565,Ramasethu,,-,-,-,"Biography, Drama            ",malayalam,-
40566,The Nightingales of Pakistan,2016,90 min,-,-,Documentary            ,urdu,tt6853244
40567,Asra,1941,-,-,-,Comedy            ,hindi,tt0267245
40568,Popcorn Monkey Tiger,2019,134 min,7.6,288,"Action, Crime            ",kannada,tt11143196
40569,Kyare Jaishu Pattaya,,122 min,-,-,Drama            ,gujarati,-
40570,Samaksham,2018,120 min,-,-,Drama            ,malayalam,tt9332664
40571,Budhayaan,,90 min,-,-,"Adventure, Drama, Sci-Fi            ",telugu,-
40572,Tirupathi,2006,158 min,3.3,832,"Action, Drama            ",tamil,tt0876291
40573,Sej Taiyar Sajaniya Farar,2012,-,-,-,"Comedy, Romance            ",bhojpuri,tt11167472
40574,Paradiso,2017,90 min,-,-,Drama            ,hindi,tt6392832
40575,Bangarada Jinke,1980,-,8,29,-,kannada,tt0245747
40576,Lion,2006,160 min,6.6,434,"Action, Comedy, Drama            ",malayalam,tt0928191
40577,Jekhane Ashroy,2009,115 min,-,-,"Drama, Romance            ",bengali,tt7051400
40578,Ekta,2019,99 min,7.9,33,"Horror, Mystery, Thriller            ",hindi,tt8546144
40579,Idhu Kathirvelan Kadhal,2014,156 min,4.5,376,"Comedy, Drama, Romance            ",tamil,tt3215486
40580,Maya Kannadi,2020,118 min,8,7,Drama            ,kannada,tt11924406
40581,Dil Bechara Pyaar Ka Maara,2004,-,5.5,52,"Comedy, Romance            ",hindi,tt0432506
40582,Ninakku Njanum Enikku Neeyum,1978,-,-,-,-,malayalam,tt0268496
40583,Ananya (Kannada),2018,124 min,7.3,7,Horror            ,kannada,tt13308994
40584,Pyar De Palaikhe,1971,-,-,-,-,punjabi,tt1192592
40585,Kaliyuga Pandavulu,1986,-,6.9,32,Drama            ,telugu,tt1674079
40586,Puthukkottayile Puthumanavalan,1995,130 min,6.9,223,"Action, Comedy, Drama            ",malayalam,tt0355926
40587,Sabki Bajegi Band,2015,108 min,3.5,65,"Comedy, Drama            ",hindi,tt4654760
40588,Theerpu,1994,-,-,-,Drama            ,telugu,tt1579892
40589,Arayannam,1981,119 min,-,-,-,malayalam,tt0333092
40590,Thale Bachkolli Powder Hakkolli,2016,-,-,-,Drama            ,kannada,tt13099268
40591,Bandhan Anjana,1985,-,6.1,13,"Drama, Romance            ",hindi,tt0362430
40592,Mera Javai N.R.I.,,-,-,-,Family            ,hindi,-
40593,Otha Veedu,2012,-,-,-,Drama            ,tamil,tt13364688
40594,Bodham,1982,-,-,-,-,bengali,tt1587746
40595,Suhana Safar,1970,130 min,6.3,44,"Comedy, Drama            ",hindi,tt0351790
40596,Yuvajanotsavam,1986,120 min,7,93,Romance            ,malayalam,tt0292378
40597,Helicopter Eela,2018,135 min,5.6,"1,015",Drama            ,hindi,tt8427036
40598,Nanand Bhojai,II 1948,-,-,-,-,hindi,tt0256224
40599,SRK,,-,-,-,Action            ,kannada,-
40600,Bidrohini Naari,2002,174 min,-,-,"Drama, Romance            ",bengali,tt7162616
40601,Accident,2008,-,7.3,87,"Musical, Romance, Thriller            ",kannada,tt1094576
40602,Saraswathi Sabatham,1966,159 min,7.2,111,"Comedy, Drama, Fantasy            ",tamil,tt0246913
40603,Taish,2020,143 min,7.4,"3,492","Action, Thriller            ",punjabi,tt10840884
40604,Check Mate,2021,97 min,-,-,Romance            ,telugu,tt13841476
40605,Room No. 203,1980,-,-,-,Mystery            ,hindi,tt2679354
40606,Pahichan,2018,-,-,-,Short            ,nepali,tt8382030
40607,Muftbar,1981,161 min,-,-,"Action, Comedy            ",punjabi,tt11215456
40608,Anna,1994,136 min,7.2,12,Action            ,telugu,tt1579729
40609,Nee Siriththaal Dheepaavalli,1990,-,-,-,-,tamil,tt0320147
40610,Kahin Hai Mera Pyar,2014,138 min,5.7,18,"Drama, Musical, Romance            ",hindi,tt3585758
40611,Thayi Mamathe,1985,138 min,-,-,-,kannada,tt0356118
40612,Arjuna Phalguna,,-,-,-,Thriller            ,telugu,-
40613,Samson,1964,138 min,6,20,"Action, Adventure            ",hindi,tt0156997
40614,Mehal Mere Sapno Ka,1980,-,-,-,-,urdu,tt14332504
40615,Hungama Bombay Ishtyle,1978,-,-,-,Comedy            ,hindi,tt2459230
40616,Athisayan,2007,135 min,2.9,192,"Action, Comedy, Drama            ",malayalam,tt0997033
40617,Mayaponman,1997,130 min,5.3,68,Comedy            ,malayalam,tt0355758
40618,Pavai Vilakku,1960,-,5.8,8,-,tamil,tt0369819
40619,Singhadwar,1949,-,-,-,Drama            ,bengali,tt0234738
40620,Gabbar Singh,2008,-,-,-,Action            ,bhojpuri,tt3618424
40621,Viplavam Jayikkanullathanu,2019,114 min,-,-,"Action, Drama            ",malayalam,tt10742018
40622,Matru ki Bijlee ka Mandola,2013,151 min,5.6,"6,004","Comedy, Drama            ",hindi,tt2106537
40623,Akash Chhoa Bhalobasa,2008,137 min,7,107,Drama            ,bengali,tt1976999
40624,Jamai Badal,2019,140 min,4.4,69,"Comedy, Drama            ",bengali,tt9614900
40625,Choosinodiki Choosinanta,2014,-,-,-,Drama            ,telugu,tt14502722
40626,Kal Tumi Aleya,1966,-,6.5,20,"Drama, Family            ",bengali,tt0366660
40627,Plus 2,I 2002,-,-,-,Drama            ,tamil,tt13986620
40628,Kolamass,2016,122 min,3.8,14,"Action, Thriller            ",malayalam,tt5545470
40629,Swapna Lokathe Balabhaskaran,1996,130 min,5.6,140,"Comedy, Drama, Romance            ",malayalam,tt0356099
40630,Subah Subah,1983,-,8,83,Romance            ,hindi,tt5049906
40631,Dr. Kotnis Ki Amar Kahani,1947,124 min,6.9,70,"Biography, Drama, War            ",hindi,tt0038491
40632,Raja Thanthram,1997,-,4.7,7,-,malayalam,tt0355936
40633,Puriyadha Anandam Puthithaga Arambam,2015,-,-,-,Drama            ,tamil,tt13045396
40634,Junakor Borokhun,2013– ,-,-,-,Romance            ,assamese,tt13635480
40635,Ladies & Gentlemen,2001,-,-,-,-,malayalam,tt0319722
40636,Andhare Alo,1957,-,6.8,9,Family            ,bengali,tt0367498
40637,Swikarokti,1976,-,-,-,Drama            ,bengali,tt1517253
40638,En Thangai,1989,139 min,-,-,Drama            ,tamil,tt8947968
40639,Anjaam,1940,-,-,-,-,hindi,tt0032210
40640,Zau Zau Teg Bhau,1985,-,-,-,-,konkani,tt0334781
40641,Kalpana Vilasi,2019,113 min,-,-,Thriller            ,kannada,tt12615462
40642,Love Lock,2021,-,-,-,Thriller            ,kannada,-
40643,Kuzhandaikaka,1968,146 min,-,-,-,tamil,tt0290708
40644,Devara Naadalli,2016,105 min,7.5,28,"Drama, Romance, Thriller            ",kannada,tt4799774
40645,Kathiravan,2020,-,-,-,"Short, Music            ",malayalam,tt12651726
40646,Bhaiya Ke Sasurari Mein,2010,-,-,-,"Drama, Romance            ",bhojpuri,tt4907078
40647,Chitra Pournami,1976,-,6.1,7,-,tamil,tt1437593
40648,Mr. Singh/Mrs. Mehta,2010,118 min,4.2,177,Drama            ,hindi,tt1646217
40649,Blue Kangling,,52 min,-,-,Documentary            ,nepali,-
40650,Zeenat,1975,135 min,-,-,"Drama, Musical            ",hindi,tt9308452
40651,Two Desires and a Dream,2016,-,-,-,Drama            ,hindi,tt9483182
40652,Surjamukhi,1956,124 min,-,-,Family            ,bengali,tt5270024
40653,ForeignFlame: BTJ,2018,-,-,-,"Drama, Thriller            ",hindi,tt5389834
40654,Chhodab Na Sang Tohaar,2009,140 min,8,20,Drama            ,bhojpuri,tt1492766
40655,Roudra Chhaya,1973,117 min,6.9,14,Drama            ,bengali,tt4769996
40656,Nonsense,2018,147 min,7.1,467,"Comedy, Drama, Romance            ",malayalam,tt8513044
40657,Chauthi Koot,2015,115 min,6.5,241,"Drama, History            ",punjabi,tt4636068
40658,Mahi NRI,2017,137 min,5.9,76,"Comedy, Drama            ",punjabi,tt5910902
40659,Khuda Haafiz,2020,133 min,7.1,"15,584","Action, Drama, Thriller            ",hindi,tt7363104
40660,Jonakir Aalo,2014,101 min,6.1,28,"Drama, Family, Romance            ",bengali,tt3902286
40661,Kuttanpillayude Sivarathri,2018,120 min,6.5,494,"Comedy, Drama, Mystery            ",malayalam,tt6808064
40662,Chakali Ilamma,2013,-,-,-,History            ,telugu,tt3434274
40663,Vijaya Simha,1965,145 min,-,-,Drama            ,telugu,tt8870582
